('OMIM:272300', 0.027833107858896255)
('OMIM:609056', 0.027842605486512184)
('OMIM:620359', 0.027884621173143387)
('OMIM:617391', 0.027921238914132118)
('OMIM:620167', 0.027926981449127197)
('OMIM:618174', 0.027951756492257118)
('OMIM:618012', 0.027989190071821213)
('OMIM:618235', 0.027996577322483063)
('OMIM:604317', 0.028116855770349503)
('OMIM:617976', 0.028168337419629097)
('OMIM:615338', 0.028218718245625496)
('OMIM:617771', 0.02821960300207138)
('ORPHA:209370', 0.028280341997742653)
('ORPHA:208447', 0.028332363814115524)
('OMIM:613163', 0.028361888602375984)
('OMIM:617599', 0.028429806232452393)
('OMIM:617935', 0.02846306376159191)
('OMIM:617020', 0.02846425771713257)
('OMIM:617904', 0.028471356257796288)
('OMIM:617873', 0.028621887788176537)
('OMIM:617393', 0.028635194525122643)
('OMIM:616341', 0.028679262846708298)
('ORPHA:91131', 0.02879006415605545)
('OMIM:614498', 0.028823262080550194)
('OMIM:619701', 0.028833797201514244)
('OMIM:617938', 0.028902700170874596)
('OMIM:616409', 0.029023190960288048)
('OMIM:616281', 0.029109692201018333)
('OMIM:620028', 0.029166406020522118)
('OMIM:617802', 0.02922373265028)
('OMIM:617977', 0.02924087643623352)
('OMIM:616647', 0.02928718738257885)
('OMIM:617830', 0.029333310201764107)
('OMIM:620398', 0.029338437959451954)
('OMIM:226750', 0.02943936176598072)
('OMIM:618426', 0.029442502185702324)
('OMIM:309541', 0.029537266120314598)
('OMIM:619428', 0.029657311737537384)
('ORPHA:488613', 0.02973524108529091)
('OMIM:619055', 0.02977513149380684)
('OMIM:619971', 0.02982131391763687)
('ORPHA:268943', 0.02983412705361843)
('ORPHA:457351', 0.02986384741961956)
('OMIM:616944', 0.029904009774327278)
('OMIM:617188', 0.029963430017232895)
('OMIM:619922', 0.03000536933541298)
('OMIM:619814', 0.03001469559967518)
('ORPHA:500545', 0.030080383643507957)
('OMIM:619835', 0.03009101375937462)
('OMIM:612621', 0.030106408521533012)
('ORPHA:293181', 0.030134759843349457)
('OMIM:614388', 0.030186595395207405)
('OMIM:615574', 0.03028276190161705)
('OMIM:619302', 0.03046063333749771)
('OMIM:614959', 0.030558954924345016)
('ORPHA:79351', 0.03059900924563408)
('ORPHA:439218', 0.030653633177280426)
('OMIM:616763', 0.03069167584180832)
('OMIM:608540', 0.030709529295563698)
('OMIM:616645', 0.030888117849826813)
('ORPHA:59', 0.030893350020051003)
('OMIM:618240', 0.030918508768081665)
('OMIM:610127', 0.031044976785779)
('OMIM:618741', 0.031116647645831108)
('OMIM:616486', 0.031170198693871498)
('OMIM:617798', 0.031197361648082733)
('OMIM:616139', 0.031208481639623642)
('OMIM:114100', 0.03121829219162464)
('OMIM:616342', 0.031224844977259636)
('ORPHA:485350', 0.03124970942735672)
('OMIM:617082', 0.031351592391729355)
('OMIM:613161', 0.03139017894864082)
('OMIM:619616', 0.03139268234372139)
('OMIM:619423', 0.03141259774565697)
('OMIM:617276', 0.031523752957582474)
('OMIM:615833', 0.03157033026218414)
('OMIM:620379', 0.03157059848308563)
('OMIM:618325', 0.031618427485227585)
('ORPHA:496641', 0.031663741916418076)
('OMIM:620275', 0.03173094242811203)
('OMIM:613477', 0.03173963353037834)
('OMIM:617051', 0.031740717589855194)
('OMIM:616917', 0.03174443170428276)
('OMIM:619301', 0.031803131103515625)
('ORPHA:1445', 0.03194596990942955)
('OMIM:225753', 0.03201203793287277)
('OMIM:613970', 0.03202160820364952)
('OMIM:271900', 0.03208404779434204)
('OMIM:616339', 0.0321076400578022)
('OMIM:300699', 0.03211639076471329)
('ORPHA:163681', 0.03214966133236885)
('OMIM:615473', 0.03219630569219589)
('OMIM:619876', 0.0322844535112381)
('OMIM:309530', 0.03228629007935524)
('OMIM:617864', 0.0323190838098526)
('OMIM:616672', 0.032357968389987946)
('OMIM:615917', 0.03238195925951004)
('ORPHA:1942', 0.03241841867566109)
('OMIM:614207', 0.03243309631943703)
('OMIM:617635', 0.03253163769841194)
('OMIM:619157', 0.03258967027068138)
('OMIM:615006', 0.03263444826006889)
('OMIM:618559', 0.03264356404542923)
('OMIM:619884', 0.032656509429216385)
('OMIM:614019', 0.032662659883499146)
('OMIM:615042', 0.03270155191421509)
('OMIM:618229', 0.032718222588300705)
('OMIM:618067', 0.032757919281721115)
('OMIM:618468', 0.03281334042549133)
('OMIM:608885', 0.032815322279930115)
('OMIM:260600', 0.032823462039232254)
('OMIM:612233', 0.0328361913561821)
('OMIM:618922', 0.03288868069648743)
('OMIM:613721', 0.03291063755750656)
('OMIM:614254', 0.032914817333221436)
('OMIM:616346', 0.03295459225773811)
('OMIM:304340', 0.03295772895216942)
('OMIM:620352', 0.032960161566734314)
('OMIM:617507', 0.03300090879201889)
('OMIM:618367', 0.03300363942980766)
('OMIM:618331', 0.03300624340772629)
('OMIM:617709', 0.03301243856549263)
('OMIM:614023', 0.03302620351314545)
('OMIM:619580', 0.03303034231066704)
('ORPHA:500055', 0.0330798402428627)
('OMIM:612389', 0.03310301899909973)
('OMIM:619983', 0.03312474861741066)
('OMIM:609924', 0.03312477469444275)
('OMIM:618776', 0.03312499821186066)
('ORPHA:1084', 0.03312569484114647)
('OMIM:619170', 0.03316069394350052)
('OMIM:619059', 0.03316786512732506)
('ORPHA:86309', 0.03317277878522873)
('ORPHA:79243', 0.03318583592772484)
('OMIM:610678', 0.03322314843535423)
('OMIM:600176', 0.03327343985438347)
('OMIM:615597', 0.03329166769981384)
('ORPHA:85334', 0.03329901397228241)
('OMIM:618346', 0.03334638476371765)
('OMIM:617903', 0.03340713679790497)
('OMIM:618324', 0.03342978656291962)
('OMIM:618497', 0.033456116914749146)
('OMIM:301006', 0.03346429020166397)
('OMIM:617730', 0.03355027362704277)
('OMIM:619970', 0.033555664122104645)
('OMIM:300475', 0.03355567157268524)
('OMIM:619338', 0.03355997055768967)
('OMIM:609180', 0.03358088806271553)
('OMIM:614104', 0.033622805029153824)
('OMIM:618891', 0.03364591300487518)
('OMIM:619317', 0.03365103900432587)
('OMIM:619777', 0.0336601622402668)
('OMIM:620292', 0.033673129975795746)
('OMIM:619561', 0.03373134508728981)
('OMIM:617799', 0.03374682739377022)
('OMIM:610768', 0.033761993050575256)
('OMIM:619147', 0.03376387059688568)
('OMIM:619272', 0.03381652012467384)
('OMIM:615802', 0.03383961319923401)
('OMIM:619076', 0.03389208763837814)
('OMIM:618253', 0.03389262035489082)
('ORPHA:98889', 0.03394489362835884)
('OMIM:617493', 0.03395479544997215)
('OMIM:612015', 0.03396826237440109)
('OMIM:616211', 0.03398815169930458)
('OMIM:617248', 0.03401517868041992)
('OMIM:616577', 0.034041907638311386)
('OMIM:608093', 0.03410126268863678)
('OMIM:607625', 0.03410239890217781)
('OMIM:612073', 0.034130919724702835)
('OMIM:617193', 0.034142620861530304)
('OMIM:610006', 0.03415711596608162)
('OMIM:617698', 0.0342414528131485)
('OMIM:617669', 0.03424723446369171)
('OMIM:618251', 0.034263189882040024)
('OMIM:616034', 0.03426852077245712)
('OMIM:614870', 0.03428727388381958)
('OMIM:602473', 0.03430179879069328)
('OMIM:619373', 0.034321919083595276)
('ORPHA:544469', 0.034358568489551544)
('OMIM:619303', 0.03439856320619583)
('OMIM:607906', 0.03445236012339592)
('OMIM:618397', 0.03446538373827934)
('OMIM:619517', 0.034469619393348694)
('OMIM:618873', 0.03447428718209267)
('OMIM:619278', 0.03447471186518669)
('OMIM:620149', 0.0344969667494297)
('OMIM:278780', 0.03451032191514969)
('OMIM:617600', 0.03452199324965477)
('OMIM:309400', 0.03452553227543831)
('OMIM:605013', 0.03452556952834129)
('OMIM:277470', 0.03456815704703331)
('DECIPHER:45', 0.03459899500012398)
('OMIM:619091', 0.03460351750254631)
('OMIM:619877', 0.03462855890393257)
('OMIM:618500', 0.03464699536561966)
('ORPHA:480864', 0.03465087339282036)
('OMIM:617086', 0.03466780111193657)
('OMIM:617235', 0.03467508405447006)
('OMIM:618374', 0.0346977636218071)
('OMIM:620240', 0.03472482040524483)
('OMIM:614862', 0.03472517430782318)
('OMIM:617153', 0.0347672663629055)
('OMIM:616482', 0.03478473424911499)
('OMIM:618008', 0.034797657281160355)
('OMIM:245349', 0.03483307361602783)
('OMIM:614457', 0.03483566641807556)
('OMIM:615905', 0.034935109317302704)
('OMIM:616355', 0.03493854030966759)
('OMIM:103050', 0.034951478242874146)
('OMIM:610042', 0.03496843948960304)
('OMIM:611523', 0.03497745469212532)
('ORPHA:284417', 0.034982915967702866)
('OMIM:618677', 0.03503367677330971)
('OMIM:616632', 0.03503521904349327)
('OMIM:601815', 0.03505693003535271)
('OMIM:613668', 0.03505801409482956)
('OMIM:618354', 0.03506998345255852)
('OMIM:260565', 0.03509727492928505)
('OMIM:617595', 0.03510625287890434)
('OMIM:618321', 0.035117823630571365)
('OMIM:617350', 0.03512305021286011)
('OMIM:604004', 0.035123709589242935)
('OMIM:616402', 0.035125795751810074)
('ORPHA:544503', 0.035129059106111526)
('ORPHA:2524', 0.035165589302778244)
('ORPHA:477673', 0.03523789718747139)
('OMIM:619057', 0.03525295853614807)
('OMIM:620317', 0.0352999636757488)
('OMIM:614876', 0.03531336039304733)
('OMIM:312750', 0.03533798083662987)
('OMIM:619255', 0.035338666290044785)
('OMIM:618480', 0.03534305840730667)
('OMIM:614559', 0.035382263362407684)
('OMIM:613730', 0.035395700484514236)
('OMIM:620166', 0.03542619198560715)
('OMIM:300896', 0.0354328416287899)
('OMIM:618557', 0.03547413647174835)
('ORPHA:329178', 0.035479363054037094)
('OMIM:300114', 0.03549182415008545)
('ORPHA:457240', 0.035494592040777206)
('OMIM:203450', 0.03550013527274132)
('OMIM:616521', 0.035522058606147766)
('OMIM:618792', 0.035545606166124344)
('OMIM:266265', 0.03560779243707657)
('OMIM:620012', 0.035610318183898926)
('OMIM:615824', 0.03564715012907982)
('OMIM:618226', 0.03565160185098648)
('OMIM:615249', 0.035694047808647156)
('OMIM:617339', 0.035695694386959076)
('OMIM:617668', 0.035716280341148376)
('OMIM:610090', 0.0357271209359169)
('OMIM:617954', 0.0357300229370594)
('OMIM:618760', 0.035730376839637756)
('OMIM:614052', 0.03574564680457115)
('OMIM:618721', 0.03575802594423294)
('ORPHA:447997', 0.03577244654297829)
('OMIM:609528', 0.035774827003479004)
('OMIM:616657', 0.03578504920005798)
('OMIM:231670', 0.03579414635896683)
('OMIM:611726', 0.03580727428197861)
('OMIM:616271', 0.03583738952875137)
('OMIM:615596', 0.035877592861652374)
('OMIM:615599', 0.03588284179568291)
('OMIM:619575', 0.03590845316648483)
('OMIM:619000', 0.035922933369874954)
('OMIM:618862', 0.03593555837869644)
('OMIM:225750', 0.03597428649663925)
('ORPHA:477774', 0.03599681332707405)
('OMIM:619150', 0.035997215658426285)
('OMIM:610992', 0.03601060062646866)
('OMIM:616056', 0.03601624444127083)
('OMIM:612736', 0.036033667623996735)
('OMIM:220111', 0.036053355783224106)
('OMIM:611182', 0.03609400615096092)
('OMIM:615286', 0.03610466048121452)
('OMIM:614563', 0.036143798381090164)
('OMIM:300912', 0.036157719790935516)
('OMIM:615440', 0.036175500601530075)
('OMIM:615369', 0.03617601841688156)
('OMIM:618402', 0.03617953881621361)
('ORPHA:352582', 0.036275483667850494)
('OMIM:616366', 0.03628242015838623)
('OMIM:618006', 0.036307442933321)
('OMIM:618252', 0.036315757781267166)
('OMIM:614947', 0.03633221238851547)
('OMIM:618095', 0.036377064883708954)
('OMIM:615368', 0.0363808199763298)
('OMIM:203700', 0.03638557717204094)
('OMIM:619224', 0.0364234484732151)
('OMIM:616025', 0.036424972116947174)
('OMIM:618225', 0.03646497428417206)
('OMIM:614261', 0.03647158667445183)
('OMIM:619323', 0.03648442029953003)
('OMIM:614249', 0.0364859513938427)
('OMIM:300088', 0.03648912534117699)
('OMIM:615516', 0.03649153187870979)
('OMIM:616457', 0.036510951817035675)
('ORPHA:99803', 0.03651459515094757)
('OMIM:619737', 0.03651748597621918)
('OMIM:300260', 0.03651953488588333)
('OMIM:614462', 0.03653106093406677)
('OMIM:619036', 0.03653280809521675)
('OMIM:615010', 0.03656243905425072)
('OMIM:618596', 0.03656318038702011)
('OMIM:615763', 0.036601126194000244)
('OMIM:274270', 0.03660505264997482)
('OMIM:619609', 0.0366157703101635)
('ORPHA:423479', 0.03661934286355972)
('OMIM:618396', 0.03663313761353493)
('OMIM:617664', 0.036638595163822174)
('OMIM:619125', 0.036650560796260834)
('OMIM:618379', 0.036656033247709274)
('OMIM:618470', 0.0366702675819397)
('OMIM:300067', 0.03669184446334839)
('OMIM:618158', 0.036710139364004135)
('OMIM:617281', 0.03672150894999504)
('OMIM:615182', 0.036752596497535706)
('ORPHA:314389', 0.0367622934281826)
('OMIM:619685', 0.03677424415946007)
('OMIM:618482', 0.036786533892154694)
('ORPHA:500533', 0.03678698092699051)
('ORPHA:500144', 0.03683331981301308)
('OMIM:620200', 0.03684982284903526)
('ORPHA:2203', 0.03686090558767319)
('OMIM:617050', 0.03687222674489021)
('OMIM:617613', 0.03687898442149162)
('OMIM:616276', 0.036886755377054214)
('OMIM:620070', 0.03690365329384804)
('OMIM:619264', 0.03692014142870903)
('OMIM:615330', 0.03693258762359619)
('OMIM:611722', 0.03696047514677048)
('OMIM:300868', 0.036967746913433075)
('OMIM:300055', 0.036969397217035294)
('OMIM:606407', 0.03697260096669197)
('OMIM:619827', 0.03697897866368294)
('ORPHA:352596', 0.03698115795850754)
('OMIM:614063', 0.03698323294520378)
('OMIM:620242', 0.03702133521437645)
('OMIM:618973', 0.03702663630247116)
('OMIM:619092', 0.03709737956523895)
('OMIM:616277', 0.03710176795721054)
('OMIM:619124', 0.03715021535754204)
('OMIM:301072', 0.03715687245130539)
('OMIM:618798', 0.03722477704286575)
('OMIM:610505', 0.037269581109285355)
('OMIM:616116', 0.037273675203323364)
('OMIM:617820', 0.03729049488902092)
('OMIM:617665', 0.0372927151620388)
('OMIM:619931', 0.03729745000600815)
('OMIM:618815', 0.03730903938412666)
('OMIM:271980', 0.03732116520404816)
('OMIM:620029', 0.03732850030064583)
('OMIM:618959', 0.03735429793596268)
('ORPHA:99742', 0.037354983389377594)
('OMIM:615838', 0.03736121580004692)
('OMIM:300957', 0.03736136481165886)
('OMIM:264470', 0.03736532852053642)
('OMIM:261640', 0.03737236559391022)
('OMIM:617643', 0.03737429901957512)
('ORPHA:314655', 0.03741096332669258)
('OMIM:617201', 0.03741771727800369)
('ORPHA:98795', 0.037427205592393875)
('OMIM:617186', 0.03744287043809891)
('OMIM:310400', 0.03749287128448486)
('OMIM:300523', 0.03749489039182663)
('OMIM:618349', 0.037513367831707)
('OMIM:615398', 0.037524495273828506)
('OMIM:620270', 0.03755165636539459)
('OMIM:616721', 0.0375983826816082)
('OMIM:616260', 0.0376025028526783)
('OMIM:617984', 0.037605199962854385)
('OMIM:603585', 0.03762129321694374)
('OMIM:618201', 0.037632498890161514)
('OMIM:611719', 0.03763972967863083)
('OMIM:615350', 0.03764595836400986)
('OMIM:618603', 0.0376751534640789)
('OMIM:618065', 0.03768806532025337)
('OMIM:617026', 0.03769310191273689)
('OMIM:251290', 0.037698712199926376)
('OMIM:610015', 0.03770487755537033)
('OMIM:619026', 0.037706855684518814)
('OMIM:606777', 0.037708964198827744)
('OMIM:615031', 0.03771934658288956)
('OMIM:615553', 0.03772316500544548)
('ORPHA:2148', 0.03772427886724472)
('OMIM:616954', 0.037733014672994614)
('OMIM:618725', 0.03778010234236717)
('ORPHA:268940', 0.03778949752449989)
('OMIM:618360', 0.03780257701873779)
('ORPHA:79097', 0.03780932351946831)
('ORPHA:101070', 0.037813808768987656)
('ORPHA:99885', 0.037830814719200134)
('OMIM:606812', 0.0378706157207489)
('OMIM:212065', 0.03788910433650017)
('OMIM:300352', 0.03789673000574112)
('OMIM:619475', 0.037903714925050735)
('OMIM:620194', 0.03790629282593727)
('OMIM:618237', 0.03793347254395485)
('OMIM:616682', 0.037957318127155304)
('OMIM:617090', 0.03797290101647377)
('OMIM:613454', 0.03798273950815201)
('OMIM:616540', 0.0379866287112236)
('OMIM:618512', 0.037990134209394455)
('ORPHA:263487', 0.038013752549886703)
('OMIM:615351', 0.03801712021231651)
('OMIM:300243', 0.0380183681845665)
('OMIM:617527', 0.038019031286239624)
('OMIM:613926', 0.038031771779060364)
('OMIM:261630', 0.03803526982665062)
('ORPHA:442835', 0.03804408013820648)
('ORPHA:941', 0.03804478421807289)
('OMIM:612540', 0.038058508187532425)
('OMIM:256000', 0.03806114196777344)
('ORPHA:88639', 0.038078151643276215)
('OMIM:615637', 0.03809148818254471)
('OMIM:606056', 0.038112521171569824)
('OMIM:616033', 0.038117099553346634)
('OMIM:615075', 0.03812142461538315)
('OMIM:160900', 0.03814111277461052)
('OMIM:612075', 0.0381539948284626)
('OMIM:618492', 0.03815700113773346)
('OMIM:617930', 0.03816494345664978)
('OMIM:619167', 0.0381755568087101)
('OMIM:615716', 0.03817610442638397)
('OMIM:619033', 0.0382128469645977)
('OMIM:312170', 0.03823813796043396)
('OMIM:620114', 0.03823867440223694)
('ORPHA:98754', 0.03824107348918915)
('OMIM:620243', 0.03824944794178009)
('OMIM:614037', 0.03825700283050537)
('OMIM:619735', 0.038257814943790436)
('OMIM:619717', 0.038266874849796295)
('OMIM:617302', 0.0382683202624321)
('ORPHA:404454', 0.038275085389614105)
('OMIM:612952', 0.03829760104417801)
('OMIM:617836', 0.03830532729625702)
('OMIM:252160', 0.0383249893784523)
('OMIM:620023', 0.03833196312189102)
('OMIM:617519', 0.03833547234535217)
('OMIM:610329', 0.03834002837538719)
('OMIM:617395', 0.03834154084324837)
('OMIM:619743', 0.03835346922278404)
('ORPHA:95428', 0.03836730495095253)
('OMIM:618285', 0.0383697971701622)
('OMIM:616811', 0.03837308660149574)
('OMIM:615544', 0.038373325020074844)
('ORPHA:98793', 0.03838016465306282)
('OMIM:614739', 0.038385771214962006)
('OMIM:620201', 0.038393013179302216)
('OMIM:252010', 0.03840221092104912)
('OMIM:611603', 0.038414813578128815)
('OMIM:618810', 0.03844081237912178)
('OMIM:618056', 0.03844480216503143)
('OMIM:617788', 0.038445744663476944)
('OMIM:619273', 0.03845059126615524)
('OMIM:615663', 0.038454458117485046)
('OMIM:618238', 0.038477420806884766)
('OMIM:619910', 0.03847791254520416)
('OMIM:618451', 0.03848894312977791)
('OMIM:616606', 0.03850029408931732)
('OMIM:620007', 0.03851127624511719)
('OMIM:618076', 0.03852719068527222)
('OMIM:618011', 0.0385846383869648)
('ORPHA:505216', 0.038586653769016266)
('ORPHA:177904', 0.03858700767159462)
('OMIM:618143', 0.038634952157735825)
('OMIM:617914', 0.03867102041840553)
('ORPHA:177901', 0.03867808356881142)
('ORPHA:99802', 0.03868710249662399)
('OMIM:300958', 0.03869513422250748)
('OMIM:617773', 0.03871173411607742)
('ORPHA:168486', 0.03871383145451546)
('ORPHA:599373', 0.038713958114385605)
('OMIM:256730', 0.03871920332312584)
('OMIM:616683', 0.03872108832001686)
('OMIM:618328', 0.038722142577171326)
('OMIM:618651', 0.0387287437915802)
('OMIM:616809', 0.038731709122657776)
('OMIM:614618', 0.0387379489839077)
('OMIM:620066', 0.038771532475948334)
('OMIM:619964', 0.0387839712202549)
('OMIM:614067', 0.038810234516859055)
('OMIM:618687', 0.03881443664431572)
('OMIM:618917', 0.03881816193461418)
('OMIM:613886', 0.03883377090096474)
('OMIM:612691', 0.03884115815162659)
('OMIM:615846', 0.03884780406951904)
('OMIM:615228', 0.038853369653224945)
('OMIM:614866', 0.03886999934911728)
('OMIM:616863', 0.038870908319950104)
('OMIM:610333', 0.038886625319719315)
('OMIM:245200', 0.03892361372709274)
('OMIM:612291', 0.038924768567085266)
('OMIM:613722', 0.0389266312122345)
('OMIM:301094', 0.038952067494392395)
('OMIM:619243', 0.03895734250545502)
('OMIM:618295', 0.03896057605743408)
('OMIM:609757', 0.038979969918727875)
('ORPHA:209905', 0.03899137303233147)
('OMIM:617731', 0.03900066018104553)
('OMIM:618766', 0.039083242416381836)
('ORPHA:168577', 0.03909420222043991)
('OMIM:617113', 0.039119359105825424)
('OMIM:618718', 0.039146777242422104)
('OMIM:613811', 0.039149053394794464)
('OMIM:618141', 0.03916188329458237)
('OMIM:619334', 0.039168812334537506)
('OMIM:617255', 0.039171189069747925)
('OMIM:614833', 0.039180025458335876)
('OMIM:618236', 0.039185646921396255)
('ORPHA:395', 0.03920183330774307)
('OMIM:615281', 0.03920857608318329)
('ORPHA:33069', 0.03927585110068321)
('OMIM:615501', 0.03927818685770035)
('OMIM:617810', 0.039290670305490494)
('OMIM:214150', 0.03929387778043747)
('OMIM:307030', 0.0392981693148613)
('OMIM:608393', 0.039301734417676926)
('OMIM:257220', 0.03930322453379631)
('OMIM:613402', 0.03930874168872833)
('OMIM:210200', 0.0393131747841835)
('OMIM:612703', 0.039323993027210236)
('OMIM:614483', 0.03932841494679451)
('OMIM:618356', 0.039328932762145996)
('OMIM:300422', 0.03933048993349075)
('OMIM:614306', 0.03933265060186386)
('OMIM:617862', 0.03933597356081009)
('OMIM:616393', 0.03933627903461456)
('OMIM:616263', 0.0393381230533123)
('ORPHA:330050', 0.039340343326330185)
('ORPHA:254516', 0.03934704512357712)
('OMIM:105830', 0.039365898817777634)
('ORPHA:398069', 0.03939319774508476)
('OMIM:620094', 0.03940076008439064)
('ORPHA:85322', 0.0394027903676033)
('ORPHA:1675', 0.03941234201192856)
('OMIM:618005', 0.03941475600004196)
('ORPHA:58', 0.03941996023058891)
('OMIM:619769', 0.039424698799848557)
('OMIM:619651', 0.03943541273474693)
('OMIM:300558', 0.03943673521280289)
('OMIM:617695', 0.039443641901016235)
('OMIM:616051', 0.039463113993406296)
('OMIM:620089', 0.039465565234422684)
('OMIM:620306', 0.03948222030256795)
('OMIM:612951', 0.039487455040216446)
('OMIM:619470', 0.03950757533311844)
('OMIM:615817', 0.03950953483581543)
('ORPHA:1933', 0.03951326385140419)
('OMIM:620316', 0.03952593888137133)
('OMIM:618840', 0.03952964022755623)
('OMIM:618347', 0.03953232243657112)
('ORPHA:1929', 0.039573200047016144)
('OMIM:613638', 0.039576057344675064)
('OMIM:615471', 0.03958084061741829)
('OMIM:301020', 0.039590734988451004)
('ORPHA:101071', 0.03960350900888443)
('OMIM:618808', 0.03960428014397621)
('OMIM:618885', 0.039620593190193176)
('OMIM:300438', 0.039637546986341476)
('OMIM:613457', 0.03964388370513916)
('OMIM:618730', 0.039651211351156235)
('ORPHA:391417', 0.039655134081840515)
('OMIM:617751', 0.03966802731156349)
('OMIM:176270', 0.0396696962416172)
('OMIM:615809', 0.03966975584626198)
('OMIM:185480', 0.0396898053586483)
('OMIM:615547', 0.039702530950307846)
('OMIM:218900', 0.0397055558860302)
('OMIM:614654', 0.039740707725286484)
('ORPHA:206436', 0.03975772485136986)
('OMIM:614863', 0.03976324945688248)
('OMIM:616080', 0.03976912796497345)
('OMIM:619908', 0.03977969288825989)
('ORPHA:96147', 0.039798785001039505)
('OMIM:619751', 0.03980429843068123)
('OMIM:617093', 0.039809249341487885)
('OMIM:615474', 0.03981490433216095)
('OMIM:619179', 0.039816658943891525)
('OMIM:619854', 0.039827968925237656)
('OMIM:617397', 0.0398334376513958)
('OMIM:617106', 0.0398360900580883)
('ORPHA:464282', 0.039838757365942)
('OMIM:618437', 0.0398683175444603)
('ORPHA:452', 0.03987056016921997)
('OMIM:617404', 0.039888862520456314)
('OMIM:618329', 0.039889853447675705)
('OMIM:614922', 0.03989101201295853)
('ORPHA:72', 0.03989243134856224)
('ORPHA:466926', 0.039896611124277115)
('OMIM:620027', 0.0399172306060791)
('OMIM:300434', 0.03993939980864525)
('ORPHA:821', 0.03995532542467117)
('OMIM:609241', 0.03995715081691742)
('OMIM:617829', 0.039975181221961975)
('OMIM:618273', 0.03997952118515968)
('OMIM:245400', 0.0399826243519783)
('OMIM:300419', 0.03999079763889313)
('ORPHA:500180', 0.040000513195991516)
('OMIM:612301', 0.04000271484255791)
('OMIM:230900', 0.04003487527370453)
('OMIM:618604', 0.04006003960967064)
('OMIM:617729', 0.04006150737404823)
('ORPHA:3137', 0.04006454721093178)
('OMIM:615119', 0.04006963595747948)
('OMIM:616817', 0.04008817672729492)
('OMIM:218000', 0.04009667783975601)
('OMIM:618302', 0.040097206830978394)
('ORPHA:621', 0.040132831782102585)
('OMIM:619046', 0.04014759138226509)
('ORPHA:370924', 0.04017350450158119)
('OMIM:620071', 0.040180888026952744)
('OMIM:257300', 0.04018797725439072)
('OMIM:619708', 0.04018966853618622)
('OMIM:300998', 0.040193717926740646)
('ORPHA:529665', 0.040205322206020355)
('OMIM:300934', 0.04021651670336723)
('OMIM:616418', 0.04022005945444107)
('ORPHA:51', 0.040247656404972076)
('OMIM:617807', 0.04024776816368103)
('ORPHA:85288', 0.04026949778199196)
('ORPHA:464306', 0.040285371243953705)
('OMIM:614499', 0.040289297699928284)
('OMIM:616881', 0.040307242423295975)
('OMIM:201470', 0.04032435268163681)
('OMIM:618906', 0.04032750427722931)
('OMIM:618770', 0.040343936532735825)
('OMIM:616364', 0.04034918546676636)
('OMIM:257200', 0.040354471653699875)
('ORPHA:544254', 0.04036165401339531)
('ORPHA:79241', 0.04036668688058853)
('ORPHA:1493', 0.040377188473939896)
('ORPHA:369929', 0.040384691208601)
('OMIM:618822', 0.040420111268758774)
('OMIM:618241', 0.04042564705014229)
('OMIM:617481', 0.04042813181877136)
('OMIM:238970', 0.0404292494058609)
('ORPHA:468699', 0.040436163544654846)
('OMIM:619797', 0.0404643639922142)
('OMIM:613658', 0.040464580059051514)
('OMIM:301835', 0.04046659171581268)
('OMIM:607208', 0.040467001497745514)
